"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
0.189122250659754,0.0523735912236811,0.192168631654162,0.155655591282601,0.231482672382994,0.075827081100393,1.17546655894297,4.12122913798756,0.941303724534948,0.426811348373913,0.191768488745981,0.189122250659754,0.142318781912176,0.0469667318982388,0.27906976744186,1.08325892857143,0,8.0390625,8.0390625,0.0921896578180144
0.179331887593168,0.047320011177012,0.190067881386209,0.156655948553055,0.206873883529832,0.0502179349767774,3.08449181042785,15.4145990141954,0.917138560238506,0.343060824757529,0.19156841729189,0.179331887593168,0.137260920654882,0.0469208211143695,0.27906976744186,0.935285433070866,0,9.9375,9.9375,0.095067007582437
0.168495405723363,0.0594939926689764,0.180064308681672,0.108138620936049,0.216877456234369,0.108738835298321,1.28102795356164,4.68733785823302,0.941880175179267,0.400481796904569,0.208574490889603,0.168495405723363,0.11359036381685,0.0470127326150832,0.277456647398844,0.67453125,0,9.796875,9.796875,0.0648880105401844
0.187011124315756,0.0522020155933133,0.199771346909611,0.149453376205788,0.223979992854591,0.0745266166488032,1.80747117304739,6.95879454049286,0.931836875658241,0.397120640886169,0.203572704537335,0.187011124315756,0.147230806698762,0.0469208211143695,0.27906976744186,0.830745045731707,0,14.15625,14.15625,0.0586926012017017
0.185733786875585,0.0567147616388081,0.173461950696677,0.138549481957842,0.245387638442301,0.106838156484459,1.67975366693426,5.71828087926591,0.92103842779841,0.32328607597184,0.136148624508753,0.185733786875585,0.141268127630637,0.048,0.27906976744186,0.781469452247191,0,9.8203125,9.8203125,0.0644096761837414
0.186754749556902,0.0456694786359547,0.189567702750983,0.157056091461236,0.219378349410504,0.0623222579492676,1.70898504061901,6.60021742833178,0.926397996589055,0.321468064215392,0.160157198999643,0.186754749556902,0.136681109957571,0.0470127326150832,0.277456647398844,0.643074324324324,0,8.203125,8.203125,0.065797342192691
0.180051862060406,0.0493479503921965,0.184465880671668,0.146552340121472,0.211575562700965,0.0650232225794927,1.94032144828673,7.74767817984886,0.932770966765167,0.371337366092422,0.188467309753483,0.180051862060406,0.146402185247366,0.0471976401179941,0.27906976744186,0.686609455958549,0,21.9609375,21.9609375,0.0274197520729004
0.197257863334662,0.0514760742954447,0.209574848160057,0.164258663808503,0.232483029653448,0.0682243658449446,1.9069708371736,7.23409612277363,0.932712410764641,0.390505018356619,0.228381564844587,0.197257863334662,0.146501744654556,0.0473372781065089,0.277456647398844,0.958115183246073,0,11.9765625,11.9765625,0.0923745397857309
0.17174978645221,0.0596701145070104,0.184765987852805,0.113640585923544,0.217977849231869,0.104337263308324,2.17308005204217,10.2352400467419,0.941780347410003,0.433040460620107,0.209174705251876,0.17174978645221,0.124731154566083,0.0469667318982388,0.277456647398844,0.7323046875,0,10.7109375,10.7109375,0.0514579963847398
0.203970617937536,0.0539828790556417,0.218778135048232,0.160557341907824,0.250489460521615,0.0899321186137906,1.64730803110994,6.31642007229605,0.926518268934103,0.356676804229104,0.259592711682744,0.203970617937536,0.15161138755349,0.0470588235294118,0.27906976744186,0.781623803827751,0,9.7265625,9.7265625,0.0638614158125037
0.177861461508965,0.0548182091373481,0.171861379063951,0.133347624151483,0.222079314040729,0.0887316898892462,1.08907614647617,4.00159469198615,0.939882436061351,0.379816154478424,0.127245444801715,0.177861461508965,0.121448429961604,0.0470588235294118,0.27906976744186,0.859832114361702,0,11.0625,11.0625,0.0799696286861958
0.203398354022411,0.0520000320117089,0.21577706323687,0.172561629153269,0.240986066452304,0.0684244372990354,1.54679557578509,5.32226738507267,0.926409351874416,0.320351513232082,0.236584494462308,0.203398354022411,0.150620801924023,0.0469208211143695,0.27906976744186,1.06378073770492,0,19.3828125,19.3828125,0.0567894948980674
0.178068160379719,0.0574422355283587,0.158756698821008,0.136948910325116,0.225980707395498,0.0890317970703823,2.25685898715972,10.1354505372471,0.927803641993228,0.365788802483832,0.136948910325116,0.178068160379719,0.130899817000902,0.047244094488189,0.27906976744186,0.452872983870968,0,9.046875,9.046875,0.0426637515349367
0.183497846927459,0.0558332293700642,0.196170060735977,0.12994640943194,0.22918185066095,0.0992354412290104,1.17314842998487,4.14743735547946,0.938088589809777,0.370551649550136,0.21577706323687,0.183497846927459,0.146486862519762,0.0473840078973346,0.27906976744186,0.565054798578199,0,12.9140625,12.9140625,0.0454894312466705
0.190533824971983,0.0503497713074791,0.197870668095748,0.157456234369418,0.228481600571633,0.0710253662022151,1.68872517957461,6.94148993330738,0.932913372992459,0.364362772660944,0.201371918542337,0.190533824971983,0.160879819478733,0.047244094488189,0.27906976744186,0.988548801369863,0,15.0234375,15.0234375,0.0632960529688793
0.190680890433367,0.0521446536219692,0.197370489460522,0.151854233654877,0.233483386923901,0.0816291532690247,1.34086565454212,4.82342844060847,0.933136282515636,0.312202850224324,0.239285459092533,0.190680890433367,0.140634478822931,0.0469208211143695,0.277456647398844,0.613932291666667,0,8.7890625,8.7890625,0.0607619047619048
0.188610223255739,0.0494103824254406,0.19286888174348,0.155955698463737,0.223479814219364,0.067524115755627,1.19473484029451,4.16925571505797,0.935011629620221,0.34903126368328,0.192968917470525,0.188610223255739,0.142330884098929,0.0473840078973346,0.27906976744186,0.862086397058824,0,12.2109375,12.2109375,0.0541241372297289
0.195914243639579,0.0483382606453547,0.209574848160057,0.175062522329403,0.229081814933905,0.0540192926045016,2.11201544243467,7.73973900103765,0.916461141198091,0.315374573456936,0.21167559842801,0.195914243639579,0.142644952324536,0.0471050049067713,0.277456647398844,0.677290482954545,0,6.8203125,6.8203125,0.083822697811997
0.185478939960349,0.057987907724136,0.162858163629868,0.137749196141479,0.245087531261165,0.107338335119686,1.96331899230854,7.56401669928055,0.914227343079228,0.31614510473973,0.136848874598071,0.185478939960349,0.137578765326653,0.0470588235294118,0.277456647398844,0.71942349137931,0,9.75,9.75,0.0481069711538462
0.189933356476873,0.0565714055699277,0.198370846730975,0.139849946409432,0.237584851732762,0.0977349053233298,0.997854063038805,3.89418476821093,0.942243611937647,0.37237377015495,0.238385137549125,0.189933356476873,0.137654636580625,0.0469208211143695,0.27906976744186,0.691861347087379,0,13.8984375,13.8984375,0.0508139174725539
0.168260498573485,0.060153030346414,0.161357627724187,0.117241872097178,0.218277956413005,0.101036084315827,1.04804672712924,4.1425553477385,0.950896563383489,0.467353244336332,0.216077170418006,0.168260498573485,0.124997041699764,0.0470127326150832,0.27906976744186,0.782142857142857,0,9.4453125,9.4453125,0.058897888477925
0.198656239159697,0.0610186995729204,0.217977849231869,0.14205073240443,0.253790639514112,0.111739907109682,1.35306271863257,4.67135188043066,0.933686159162705,0.360759050558981,0.27049660593069,0.198656239159697,0.148738653896179,0.0469208211143695,0.27906976744186,0.823016826923077,0,10.3359375,10.3359375,0.0761931756829716
0.189868282903624,0.0509840928549895,0.188567345480529,0.149653447659879,0.234883887102537,0.0852304394426581,1.36206829938928,5.15589612453012,0.928577692962599,0.340815477044738,0.151554126473741,0.189868282903624,0.142767480852816,0.0471512770137525,0.27906976744186,0.996744791666667,0,8.0859375,8.0859375,0.0934478868350256
0.181333558776302,0.0518067354045046,0.178563772775991,0.138949624866024,0.220778849589139,0.0818292247231154,0.941605612894401,3.29772255044211,0.936655065398371,0.375534993880772,0.127745623436942,0.181333558776302,0.135302246812964,0.0470127326150832,0.277456647398844,0.776661706349206,0,9.5859375,9.5859375,0.0833518559679929
0.183945111094064,0.0563911226743997,0.179264022865309,0.13384780278671,0.23438370846731,0.1005359056806,0.972560463259319,3.6759562666582,0.939915437269427,0.352586060752322,0.126745266166488,0.183945111094064,0.137710952292795,0.0474777448071217,0.27906976744186,0.992149939903846,0,10.59375,10.59375,0.0956944380760237
0.201428219085017,0.052546570031609,0.217477670596642,0.170460878885316,0.239585566273669,0.069124687388353,2.58066813383326,12.5655886483474,0.922965392186688,0.298758792732634,0.239685602000715,0.201428219085017,0.153784206858259,0.0470127326150832,0.27906976744186,0.96367385786802,0,13.5,13.5,0.0749405822935235
0.209641833381887,0.0462212580197714,0.216877456234369,0.186366559485531,0.240185780635941,0.0538192211504108,2.1416577011506,8.63629422323273,0.913995174195168,0.328628194861998,0.215977134690961,0.209641833381887,0.157489917740313,0.0469208211143695,0.27906976744186,1.54653857655502,0,11.578125,11.578125,0.130623317371915
0.182845926628875,0.0594852349808414,0.189167559842801,0.133547695605573,0.232382993926402,0.0988352983208289,0.857352145654728,3.26284379096042,0.949754069996219,0.496216565101659,0.146452304394427,0.182845926628875,0.14740608242821,0.0469208211143695,0.27906976744186,1.23917597765363,0,12.328125,12.328125,0.0832277144064216
0.185599688498086,0.0625548430490555,0.195769917827796,0.138449446230797,0.235784208645945,0.0973347624151483,0.81736001081019,3.202942926507,0.950133300744415,0.451750655435191,0.193969274740979,0.185599688498086,0.133862645347241,0.0469208211143695,0.27906976744186,0.741863665803109,0,7.0546875,7.0546875,0.0590297534920431
0.206682785800182,0.0539628429269286,0.219878528045731,0.164158628081458,0.252690246516613,0.0885316184351554,1.69254614655115,6.87146209100659,0.928663887824215,0.332368964580284,0.251589853519114,0.206682785800182,0.165160512802158,0.0469208211143695,0.27906976744186,0.816887842465753,0,13.171875,13.171875,0.0586935622607141
0.207844417800173,0.0416555646791122,0.211575562700965,0.186066452304394,0.235484101464809,0.0494176491604144,1.78166777907697,6.42422140765405,0.910848754143684,0.278683452865315,0.222579492675956,0.207844417800173,0.171103826958571,0.0474777448071217,0.27906976744186,1.23194901315789,0,13.1484375,13.1484375,0.0849468313971357
0.189004794786577,0.0576950022208018,0.203372633083244,0.132947481243301,0.235484101464809,0.102536620221508,1.15317218507005,4.11396977351774,0.938044490977415,0.349896043239067,0.227381207574134,0.189004794786577,0.146218614731493,0.0473840078973346,0.27906976744186,0.999709109042553,0,14.25,14.25,0.0685940827502282
0.212853544056752,0.0471128663291344,0.228381564844587,0.182165058949625,0.247388352983208,0.0652232940335834,2.59294704573272,12.1201694019719,0.901581877188855,0.258875909712206,0.247088245802072,0.212853544056752,0.174841495307335,0.0474777448071217,0.274285714285714,1.08130496231156,0,14.625,14.625,0.0827906661239995
0.197465817448989,0.0467821395944296,0.198670953912111,0.175062522329403,0.23308324401572,0.0580207216863166,1.82623477509959,7.32792103787934,0.923843258921704,0.302524877620262,0.180464451589854,0.197465817448989,0.15625924406852,0.0471050049067713,0.27906976744186,1.01177884615385,0,13.3359375,13.3359375,0.073960982219124
0.183277679980296,0.0572904926986609,0.179764201500536,0.134448017148982,0.234483744194355,0.100035727045373,0.976184650453294,3.63792659073634,0.940577301922977,0.369654188031545,0.140450160771704,0.183277679980296,0.154994128970289,0.0470588235294118,0.27906976744186,0.611620508982036,0,11.3203125,11.3203125,0.0563942248364938
